-,-,-
4, -11, 997
29, -8, 1000
16, -9, 1000
16, -9, 1000
16, -9, 1000
16, -10, 1000
16, -10, 1001
17, -9, 1001
17, -9, 1001
17, -10, 1000
16, -9, 1001
16, -9, 1000
16, -9, 1000
16, -10, 999
16, -10, 1001
16, -9, 1000
16, -9, 1000
16, -9, 1000
16, -10, 1001
4, -14, 1002
-120, -19, 999
-98, -13, 1002
-98, -13, 1001
-14, -13, 1001
63, -10, 996
68, 0, 1005
-205, -106, 989
-466, -43, 1013
-258, -48, 1022
-161, -23, 981
-161, -23, 981
-59, 6, 1007
37, 5, 999
85, 12, 963
85, 12, 963
124, 6, 1025
130, 20, 1002
121, 24, 982
126, 19, 1014
126, 19, 1014
165, -9, 999
205, -16, 1004
218, -19, 992
207, -22, 1004
187, -54, 998
187, -54, 998
32, -25, 1000
138, -32, 999
157, -45, 997
173, -30, 1001
166, -26, 994
166, -26, 994
128, -18, 1014
135, -15, 997
117, -19, 999
98, -26, 995
77, -24, 999
77, -24, 999
80, -25, 992
99, -25, 1007
85, -20, 976
95, -18, 1006
95, -18, 1006
110, -19, 1023
72, -22, 982
86, -22, 1008
26, -24, 1006
26, -24, 1006
12, -13, 972
78, -30, 1003
52, -26, 1021
-34, -15, 994
-53, -19, 1000
-53, -19, 1000
-91, 3, 990
-139, -12, 1006
-169, -25, 996
-246, 4, 990
-271, 12, 1024
-305, 7, 983
-305, 7, 983
-221, 12, 1002
-190, 5, 1001
-244, 32, 996
-168, -18, 998
-164, -31, 1007
-164, -31, 1007
-187, -18, 1002
-139, -14, 1000
-84, -14, 1008
-54, -5, 987
-32, -12, 1003
-29, -26, 1003
-18, -18, 1000
-10, -16, 992
-10, -16, 992
0, -13, 1002
10, -23, 1001
10, -29, 1014
70, -33, 983
70, -33, 983
65, -16, 1002
74, -16, 1006
90, -20, 1003
71, -14, 985
71, -14, 985
61, -17, 1007
45, -24, 998
110, -39, 1010
134, -20, 992
207, -7, 995
207, -7, 995
259, 2, 988
308, -14, 1004
279, -60, 1002
87, -11, 1000
87, -11, 1000
243, -74, 998
226, -24, 982
212, -28, 1006
228, -32, 1003
214, -29, 1012
193, -26, 986
193, -26, 986
161, -30, 993
96, -20, 1019
69, -36, 993
34, -24, 994
34, -24, 994
17, -23, 995
-10, -16, 1007
-30, -14, 980
-71, -12, 1019
-62, -17, 1008
-62, -17, 1008
-75, -6, 992
-34, 8, 1000
-40, 13, 986
-27, 18, 1035
-27, 18, 1035
17, -16, 981
-27, -3, 983
-43, -4, 1004
-46, -19, 1017
-83, -14, 981
-83, -14, 981
-91, -17, 992
-135, -13, 995
-188, 3, 1017
-244, 4, 998
-104, -8, 1001
-104, -8, 1001
-155, 9, 1000
-140, 14, 998
-132, -3, 998
-100, -13, 996
-118, -8, 1012
-99, 0, 1004
-99, 0, 1004
-88, -4, 1002
-90, -11, 1003
-52, -19, 1005
-17, -23, 993
-17, -23, 1001
11, -21, 1001
-9, -11, 997
5, -19, 997
-34, -21, 993
-12, -38, 1007
-12, -38, 1007
31, -26, 997
52, -7, 995
53, 4, 991
53, 4, 991
59, -7, 1024
28, -22, 985
45, -19, 997
45, -19, 997
54, -21, 1008
61, -20, 999
74, -29, 989
87, -27, 1000
87, -27, 1000
155, -12, 1016
185, -22, 998
187, -16, 995
259, -23, 990
230, -40, 1007
230, -40, 1007
-,-,-
11, -11, 983
11, -11, 983
-12, -5, 1008
4, -25, 1005
-15, -20, 1005
5, -15, 1001
5, -15, 1001
7, -13, 993
-19, -12, 1003
-16, -24, 991
-62, -23, 995
-62, -23, 995
-63, -25, 1017
-88, -15, 1010
-79, -24, 999
-104, -27, 1006
-126, -13, 994
-97, 5, 1000
-97, 5, 1000
-37, 10, 1001
10, 10, 1002
19, -10, 1000
16, -13, 997
16, -13, 997
17, -12, 1000
17, -11, 1002
14, -13, 1002
18, -8, 997
18, -8, 997
22, -7, 1004
18, -11, 998
18, -10, 1002
18, -10, 1002
17, -10, 1001
17, -9, 1001
17, -10, 1001
17, -10, 1001
-7, -13, 1002
-7, -13, 1002
-61, -22, 997
-133, -37, 1007
-160, -44, 1003
-140, -34, 995
-96, -22, 1001
-42, 11, 1008
0, 44, 988
0, 44, 988
-24, 16, 1022
-57, 4, 983
-57, 4, 983
9, -20, 1007
26, -12, 995
3, 11, 1012
3, 11, 1012
103, 1, 991
117, -7, 1020
148, -3, 998
148, -3, 998
184, -22, 994
220, -36, 1005
166, -29, 994
93, -42, 1005
26, -47, 994
26, -47, 994
37, -38, 988
63, -35, 1004
71, -23, 1000
132, -22, 1012
132, -22, 1012
94, -1, 1008
117, 10, 984
184, 0, 998
197, -13, 1015
197, -13, 1015
161, -50, 1014
81, -73, 1016
83, -26, 1033
135, -37, 931
69, -42, 1022
34, -45, 1023
34, -45, 1023
-15, -39, 1002
-64, -39, 985
-88, -48, 987
-141, -45, 991
-130, -66, 981
-130, -66, 1018
-183, -62, 1018
-212, -56, 997
-238, -59, 975
-228, -57, 975
-186, -47, 1014
-90, -61, 1004
-53, -57, 999
-28, -62, 1028
-33, -66, 1032
-33, -66, 1032
-35, -70, 991
-168, -70, 969
-198, -78, 978
-200, -84, 978
-168, -87, 1019
-140, -71, 1013
-124, -62, 1012
-110, -54, 1012
-75, -61, 994
-75, -61, 994
-59, -61, 991
-29, -54, 956
25, -58, 993
73, -64, 1006
73, -64, 1006
138, -64, 1024
188, -65, 993
227, -64, 1003
257, -61, 1038
331, -74, 1060
355, -93, 1077
339, -102, 1030
339, -102, 1030
306, -118, 1032
260, -117, 1034
224, -110, 1004
-,-,-
21, -15, 992
18, -16, 999
18, -16, 999
17, -14, 1000
19, -15, 1003
20, -14, 1000
19, -14, 997
19, -14, 997
20, -15, 1000
19, -15, 999
18, -14, 999
18, -14, 999
-,-,-
25, -10, 1004
15, -19, 988
19, -15, 1001
19, -15, 1000
19, -15, 1000
19, -14, 1000
20, -15, 1000
19, -15, 1001
19, -15, 1002
19, -15, 999
19, -15, 999
19, -15, 1001
20, -15, 1002
-,-,-
19, -15, 999
19, -16, 962
20, -13, 1004
19, -14, 997
19, -14, 997
19, -15, 1000
19, -15, 1002
19, -15, 1000
19, -14, 1001
